Namespace,Code,Interaction,Communication,Process,Effort,,,,,,,,,,,,,,,,,,,
InventoryManager,"private void OpenSliderHolder()
{
    slider_holder.gameObject.SetActive(true);
    slider_self.value = 0;
    slider_amount_holder.gameObject.SetActive(true);
}",0.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"private void CloseSliderHolder()
{
    slider_holder.gameObject.SetActive(false);
    slider_amount_holder.gameObject.SetActive(false);
}",0.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void OpenConstructionBundle()
{
    marketplace.Open_ModularPackage_PremiumConstructionSpeedupPackage(sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void SelectConstructionBundle()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.pre_const_speedup_bundle;

    slider_self.maxValue = marketplace.premiumItemsHolder.package_construction_speedup;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Premium Construction Speedup Bundle"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""With Construction Speedup Bundle you can grow your city much faster!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void OpenRawResourceBundle()
{
    marketplace.Open_ModularPackage_PremiumRawResourcePackage(sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void SelectRawResourceBundle()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.pre_raw_res_bundle;

    slider_self.maxValue = marketplace.premiumItemsHolder.package_raw_resource;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Premium Resource Bundle"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Resource Bundle gives you all the resources you need!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void OpenSeedBundle()
{
    marketplace.Open_ModularPackage_PremiumSeedPackage(sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void SelectSeedBundle()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.pre_seed_bundle;

    slider_self.maxValue = marketplace.premiumItemsHolder.package_pre_seed;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Premium Seed Bundle"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Seed Bundle gives you premium seeds that yield much more food than regular seeds!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void OpenPuzzleBundle()
{
    // TODO
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void SelectPuzzleBundle()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.pre_puzzle_bundle;

    slider_self.maxValue = marketplace.premiumItemsHolder.package_puzzle;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Puzzle Bundle"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Puzzle!!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open24hConstruction()
{
    marketplace.TryUseConstructionSpeedup(""24_hour"");
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open16hConstruction()
{
    marketplace.TryUseConstructionSpeedup(""16_hour"");
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open8hConstruction()
{
    marketplace.TryUseConstructionSpeedup(""8_hour"");
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open1hConstruction()
{
    marketplace.TryUseConstructionSpeedup(""1_hour"");
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_normalSeed()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.normalSeed;

    slider_self.maxValue = marketplace.premiumItemsHolder.normalSeed;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Normal Seed"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""You can use seeds from inventory to add them to your storage, and then plant them on your farms."");
}",2.00,0.00,9.00,0.30,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_normalSeed()
{
    if (marketplace.TryUseSeedFromInventory_Multiple(sliderAmount_int))
    {
        // seed used from holder
        // increase sr normal seed
        seedResource.increaseRegularSeedAmount(sliderAmount_int);
        UptadeAllItemsAndValues();
        saveManager.SaveStartMainCallback();
    }
    else
    {
        displayError.ShowError(""You dont have normal seed in inventory!"");
    }
}",2.00,0.00,6.00,0.40,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_food()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.food;

    slider_self.maxValue = marketplace.premiumItemsHolder.food;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Food"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Food is vital for your city. You can use foods from inventory to add them to your city."");
}",2.00,0.00,9.00,0.30,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_food()
{
    if (marketplace.TryUseFoodFromInventory_Multiple(sliderAmount_int))
    {
        // food used from holder
        // increase rr fod
        if (rawResource.increaseFood(sliderAmount_int))
        {
            // succes
            UptadeAllItemsAndValues();
            saveManager.SaveStartMainCallback();
        }
        else
        {
            displayError.ShowError(""You dont have enough food storage!"");

            // since there are no storage used food from invo should be returned to invo
            marketplace.TryUseFoodFromHolder_CHARGEBACK_Multiple(sliderAmount_int);
        }
    }
    else
    {
        displayError.ShowError(""You dont have food in inventory!"");
    }
}",2.00,0.00,9.00,0.30,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_L_cement()
{
    if (marketplace.premiumItemsHolder.L_cement < sliderAmount_int)
    {
        return;
    }
    marketplace.premiumItemsHolder.L_cement -= sliderAmount_int;

    rawResource.increaseCement_BypassCapacity(25000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_L_cement()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.L_cement;

    slider_self.maxValue = marketplace.premiumItemsHolder.L_cement;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Large Cement"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more cement! Activate this package to get cement. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_M_cement()
{
    if (marketplace.premiumItemsHolder.M_cement < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.M_cement -= sliderAmount_int;

    rawResource.increaseCement_BypassCapacity(5000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_M_cement()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.M_cement;

    slider_self.maxValue = marketplace.premiumItemsHolder.M_cement;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Medium Cement"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more cement! Activate this package to get cement. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_S_cement()
{
    if (marketplace.premiumItemsHolder.S_cement < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.S_cement -= sliderAmount_int;

    rawResource.increaseCement_BypassCapacity(1500 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_S_cement()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.S_cement;

    slider_self.maxValue = marketplace.premiumItemsHolder.S_cement;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Small Cement"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more cement! Activate this package to get cement. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_L_wire()
{
    if (marketplace.premiumItemsHolder.L_wire < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.L_wire -= sliderAmount_int;

    rawResource.increaseWire_BypassCapacity(4500 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_L_wire()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.L_wire;

    slider_self.maxValue = marketplace.premiumItemsHolder.L_wire;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Large Electronics"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more electronics! Activate this package to get electronics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_M_wire()
{
    if (marketplace.premiumItemsHolder.M_wire < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.M_wire -= sliderAmount_int;

    rawResource.increaseWire_BypassCapacity(1000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_M_wire()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.M_wire;

    slider_self.maxValue = marketplace.premiumItemsHolder.M_wire;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Medium Electronics"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more electronics! Activate this package to get electronics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_S_wire()
{
    if (marketplace.premiumItemsHolder.S_wire < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.S_wire -= sliderAmount_int;

    rawResource.increaseWire_BypassCapacity(300 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_S_wire()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.S_wire;

    slider_self.maxValue = marketplace.premiumItemsHolder.S_wire;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Small Electronics"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more electronics! Activate this package to get electronics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_L_chemical()
{
    if (marketplace.premiumItemsHolder.L_chemical < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.L_chemical -= sliderAmount_int;

    rawResource.increaseChemical_BypassCapacity(17000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_L_chemical()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.L_chemical;

    slider_self.maxValue = marketplace.premiumItemsHolder.L_chemical;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Large Chemical"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more chemical! Activate this package to get chemical. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_M_chemical()
{
    if (marketplace.premiumItemsHolder.M_chemical < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.M_chemical -= sliderAmount_int;

    rawResource.increaseChemical_BypassCapacity(6000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_M_chemical()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.M_chemical;

    slider_self.maxValue = marketplace.premiumItemsHolder.M_chemical;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Medium Chemical"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more chemical! Activate this package to get chemical. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_S_chemical()
{
    if (marketplace.premiumItemsHolder.S_chemical < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.S_chemical -= sliderAmount_int;

    rawResource.increaseChemical_BypassCapacity(2500 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_S_chemical()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.S_chemical;

    slider_self.maxValue = marketplace.premiumItemsHolder.S_chemical;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Small Chemical"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more chemical! Activate this package to get chemical. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_L_mechpart()
{
    if (marketplace.premiumItemsHolder.L_mechpart < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.L_mechpart -= sliderAmount_int;
    rawResource.increaseMechanicalPart_BypassCapacity(17000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_L_mechpart()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.L_mechpart;

    slider_self.maxValue = marketplace.premiumItemsHolder.L_mechpart;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Large Mechanic"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more mechanics! Activate this package to get mechanics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_M_mechpart()
{
    if (marketplace.premiumItemsHolder.M_mechpart < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.M_mechpart -= sliderAmount_int;

    rawResource.increaseMechanicalPart_BypassCapacity(6000 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_M_mechpart()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.M_mechpart;

    slider_self.maxValue = marketplace.premiumItemsHolder.M_mechpart;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Medium Mechanic"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more mechanics! Activate this package to get mechanics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Open_S_mechpart()
{
    if (marketplace.premiumItemsHolder.S_mechpart < sliderAmount_int)
    {
        return;
    }

    marketplace.premiumItemsHolder.S_mechpart -= sliderAmount_int
        ;
    rawResource.increaseMechanicalPart_BypassCapacity(2500 * sliderAmount_int);
    UptadeAllItemsAndValues();
    saveManager.SaveStartMainCallback();
}",2.00,0.00,5.00,0.20,,,,,,,,,,,,,,,,,,,
InventoryManager,"public void Select_S_mechpart()
{
    OpenSliderHolder();
    _selectedItem = InventoryItems.S_mechpart;

    slider_self.maxValue = marketplace.premiumItemsHolder.S_mechpart;
    if (slider_self.maxValue >= 1) { slider_self.value = 1; }

    selected_info_name_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemHeadName(""Small Mechanic"");
    selected_info_details_transform.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForInventoryItemDESC(""Does your city needs more mechanics! Activate this package to get mechanics. If you do not have enough space in your warehouse, you can not open this package!"");
}",2.00,0.00,9.00,0.20,,,,,,,,,,,,,,,,,,,
TopUIResAndUtilsOpenClose,"public void OpenRawResAndUtils()
{
    audioManager.Play_defaultButtonClick();

    //rawResTransform.gameObject.SetActive(true);
    //utilsTransform.gameObject.SetActive(true);
    UIBoxAnimate.UI_Anim_OnOpen(rawResTransform);
    UIBoxAnimate.UI_Anim_OnOpen(utilsTransform);

    closedButtonToOpenTransform.gameObject.SetActive(false);
}",2.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
TopUIResAndUtilsOpenClose,"public void CloseRawResAndUtils()
{
    audioManager.Play_defaultButtonClick();

    //rawResTransform.gameObject.SetActive(false);
    //utilsTransform.gameObject.SetActive(false);
    UIBoxAnimate.UI_Anim_OnClose(rawResTransform);
    UIBoxAnimate.UI_Anim_OnClose(utilsTransform);

    closedButtonToOpenTransform.gameObject.SetActive(true);
}",2.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
TopUIRightGCSeedsOpenClose,"public void CloseGcAndSeedsHolder()
{
    audioManager.Play_defaultButtonClick();

    //rightGcAndSeedsTransform.gameObject.SetActive(false);
    UIBoxAnimate.UI_Anim_OnClose(rightGcAndSeedsTransform);

    openBtnTransform.gameObject.SetActive(true);
    closeBtnTransform.gameObject.SetActive(false);
}",2.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
TopUIRightGCSeedsOpenClose,"public void OpenGcAndSeedsHolder()
{
    audioManager.Play_defaultButtonClick();

    //rightGcAndSeedsTransform.gameObject.SetActive(true);
    UIBoxAnimate.UI_Anim_OnOpen(rightGcAndSeedsTransform);

    openBtnTransform.gameObject.SetActive(false);
    closeBtnTransform.gameObject.SetActive(true);
}",2.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
UIBoxAnimate,"public static void UI_Anim_OnOpen(Transform _transform)
{
    _transform.gameObject.SetActive(true);
    var canvasGroup = _transform.gameObject.GetComponent<CanvasGroup>();
    if (canvasGroup == null)
    {
        canvasGroup = _transform.gameObject.AddComponent<CanvasGroup>();
    }
    canvasGroup.alpha = 0f;
    canvasGroup.DOFade(1, 0.4f).SetEase(Ease.InQuart);
    _transform.GetComponent<RectTransform>().DOLocalJump(new Vector3(0, 1, 0), 50, 1, _locaJumpOpenDuration);
}",0.00,0.00,11.00,1.50,,,,,,,,,,,,,,,,,,,
UIBoxAnimate,"public static void UI_Anim_OnClose(Transform _transform)
{
    var canvasGroup = _transform.gameObject.GetComponent<CanvasGroup>();
    if (canvasGroup == null)
    {
        canvasGroup = _transform.gameObject.AddComponent<CanvasGroup>();
    }
    canvasGroup.alpha = 1f;
    _transform.GetComponent<RectTransform>().DOLocalJump(new Vector3(0, 1, 0), 50, 1, _locaJumpCloseDuration);
    canvasGroup.DOFade(0, 0.4f).OnComplete(() =>
    {
        _transform.gameObject.SetActive(false);
    });
}",0.00,0.00,11.00,1.50,,,,,,,,,,,,,,,,,,,
UICollectable,"public void Init(Transform followTransform_, PlacedObject_Done followPlcd_Done_, Vector3 targeTPos_, Transform sprite_anim_, Transform parent_)
{
    followTransform = followTransform_;
    followPlcd_Done = followPlcd_Done_;
    targeTPos = targeTPos_;
    sprite_anim = sprite_anim_;
    anim_parent = parent_;

    var gridCellSize = GridBuildingSystem.Instance.GetGrid().GetCellSize();
    var width_plcd = followPlcd_Done_.getPlacedObjectTypeSO().width * gridCellSize;
    var height_plcd = followPlcd_Done_.getPlacedObjectTypeSO().height * gridCellSize;

    offset = new Vector3(width_plcd / 2.0f, 10.0f, height_plcd / 2.0f);
    //Debug.Log(offset);

    for (int i = 0; i < 20; i++)
    {
        var tr = Instantiate(sprite_anim_, transform.position, transform.rotation, parent: parent_);
        tr.gameObject.SetActive(false);
        animQueue.Enqueue(tr);
        animList.Add(tr);
    }
}",0.00,0.00,18.00,2.00,,,,,,,,,,,,,,,,,,,
UICollectable,"private void Start()
{
    _saveManager = SaveManager.Instance;
    _mainCamera = Camera.main;
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
UICollectable,"void LateUpdate()
{
    // should update self position on the ui 
    // based on parent connected plcdobject_Done with-> camera world to screen

    Vector3 screenPos = _mainCamera.WorldToScreenPoint(followTransform.position + offset);
    transform.position = screenPos;
}",0.00,0.00,2.00,1.50,,,,,,,,,,,,,,,,,,,
UICollectable,"public void OnCollectSelfClicked()
{
    var storageAmount = (int)followPlcd_Done.GetPlcdInternalStorage().factorySelfStorage;
    //Debug.Log(""storageAmount: "" + storageAmount);
    if (storageAmount < 1) { return; }

    if (followPlcd_Done != null && followPlcd_Done.getPlacedObjectTypeSO().kod == ""MAIN"")
    {
        followPlcd_Done.CollectSelfUi_Main();
    }
    gameObject.SetActive(false);
    followPlcd_Done.SetIsSelfCollectUiButtonEnabled(false);

    _saveManager.SaveStartMainCallback();
    AnimatAndCloseeOnCollectClicked(storageAmount);

}",2.00,0.00,10.00,1.00,,,,,,,,,,,,,,,,,,,
UICollectable,"void OnBecameVisible()
{
    Debug.Log(""OnBecameVisible"");
    _isSelfVisibleOnCanvas = true;
}",0.00,0.00,2.00,0.25,,,,,,,,,,,,,,,,,,,
UICollectable,"void OnBecameInvisible()
{
    Debug.Log(""OnBecameInvisible"");
    _isSelfVisibleOnCanvas = false;
}",0.00,0.00,2.00,0.25,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"private void Start()
{
    playerGameSettings = PlayerGameSettings.Instance;
    buildingsManager = BuildingsManager.Instance;
    assistantCheckHelperManager = AssistantCheckHelperManager.Instance;
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"public void CloseSettings()
{
    //openCloseSettingsTransform.gameObject.SetActive(false);
    UIBoxAnimate.UI_Anim_OnClose(openCloseSettingsTransform);
}",2.00,0.00,1.00,0.35,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"public void SwitchMusicSetting()
{
    playerGameSettings.SwtichSetting(PlayerGameSettings.UserGameSettingEnum.music);

    if (music_onBtn.gameObject.activeSelf)
    {
        music_onBtn.gameObject.SetActive(false);
        music_offBtn.gameObject.SetActive(true);
    }
    else
    {
        music_onBtn.gameObject.SetActive(true);
        music_offBtn.gameObject.SetActive(false);
    }
}",2.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"public void SwitchShadowSetting()
{
    playerGameSettings.SwtichSetting(PlayerGameSettings.UserGameSettingEnum.shadow);

    if (shadow_onBtn.gameObject.activeSelf)
    {
        shadow_onBtn.gameObject.SetActive(false);
        shadow_offBtn.gameObject.SetActive(true);
    }
    else
    {
        shadow_onBtn.gameObject.SetActive(true);
        shadow_offBtn.gameObject.SetActive(false);
    }
}",2.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"public void SwitchCamTiltSetting()
{
    playerGameSettings.SwtichSetting(PlayerGameSettings.UserGameSettingEnum.camTilt);

    if (camTilt_onBtn.gameObject.activeSelf)
    {
        camTilt_onBtn.gameObject.SetActive(false);
        camTilt_offBtn.gameObject.SetActive(true);
    }
    else
    {
        camTilt_onBtn.gameObject.SetActive(true);
        camTilt_offBtn.gameObject.SetActive(false);
    }
}",2.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
UISettingsHelper,"public void SwitchLessNotificationSetting()
{
    playerGameSettings.SwtichSetting(PlayerGameSettings.UserGameSettingEnum.lessNotifications);

    if (lessNotification_onBtn.gameObject.activeSelf)
    {
        lessNotification_onBtn.gameObject.SetActive(false);
        lessNotification_offBtn.gameObject.SetActive(true);
    }
    else
    {
        lessNotification_onBtn.gameObject.SetActive(true);
        lessNotification_offBtn.gameObject.SetActive(false);
    }
}",2.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
